product_id,product_name,category,price,image_path
282,Nivea Longwear Beauty Blender,Beauty Tools,88.9,images/282.jpg
283,Rare Beauty Radiant Eau De Parfum,Fragrance,23.08,images/283.jpg
284,MAC Matte Hair Mask,Haircare,48.27,images/284.jpg
285,Clinique Repairing Shampoo,Haircare,72.95,images/285.jpg
286,Clinique Refreshing Serum,Skincare,96.12,images/286.jpg
287,MAC Volumizing Beauty Blender,Beauty Tools,30.01,images/287.jpg
288,Cetaphil Silky Blush,Makeup,108.6,images/288.jpg
289,Rare Beauty Matte Perfume,Fragrance,13.14,images/289.jpg
290,The Ordinary Radiant Hair Oil,Haircare,33.49,images/290.jpg
291,Clinique Matte Concealer,Makeup,48.76,images/291.jpg
292,CeraVe Refreshing Face Wash,Skincare,80.63,images/292.jpg
293,Innisfree Repairing Facial Roller,Beauty Tools,89.22,images/293.jpg
294,Clinique Glow Lipstick,Makeup,91.61,images/294.jpg
295,CeraVe Gentle Blush,Makeup,100.94,images/295.jpg
296,Dove Repairing Body Mist,Fragrance,104.84,images/296.jpg
297,Dove Radiant Toner,Skincare,111.29,images/297.jpg
298,CeraVe Repairing Shampoo,Haircare,102.64,images/298.jpg
299,Dove Volumizing Eyeshadow Palette,Makeup,78.28,images/299.jpg
300,Maybelline Matte Perfume,Fragrance,119.1,images/300.jpg
301,Dove Glow Concealer,Makeup,32.34,images/301.jpg
302,Maybelline Silky Body Mist,Fragrance,21.37,images/302.jpg
303,Maybelline Longwear Serum,Skincare,22.74,images/303.jpg
304,The Ordinary Gentle Facial Roller,Beauty Tools,56.82,images/304.jpg
305,Nivea Gentle Shampoo,Haircare,56.25,images/305.jpg
306,Maybelline Longwear Perfume,Fragrance,45.59,images/306.jpg
307,Cetaphil Volumizing Highlighter,Makeup,42.83,images/307.jpg
308,Maybelline Longwear Mascara,Makeup,111.82,images/308.jpg
309,The Ordinary Radiant Conditioner,Haircare,57.14,images/309.jpg
310,CeraVe Glow Shampoo,Haircare,108.03,images/310.jpg
311,Rare Beauty Glow Mascara,Makeup,56.94,images/311.jpg
312,The Ordinary Hydrating Hair Oil,Haircare,23.29,images/312.jpg
313,Clinique Radiant Facial Roller,Beauty Tools,55.07,images/313.jpg
314,Cetaphil Hydrating Foundation,Makeup,117.52,images/314.jpg
315,CeraVe Refreshing Makeup Brush Set,Beauty Tools,23.58,images/315.jpg
316,Neutrogena Glow Eau De Parfum,Fragrance,104.88,images/316.jpg
317,Innisfree Silky Makeup Brush Set,Beauty Tools,99.14,images/317.jpg
318,Fenty Beauty Matte Moisturizer,Skincare,91.19,images/318.jpg
319,L'Oréal Matte Hair Mask,Haircare,22.61,images/319.jpg
320,CeraVe Matte Hair Mask,Haircare,35.46,images/320.jpg
321,Dove Volumizing Conditioner,Haircare,87.2,images/321.jpg
322,Estee Lauder Radiant Sunscreen,Skincare,16.28,images/322.jpg
323,The Ordinary Volumizing Hair Mask,Haircare,94.84,images/323.jpg
324,Nivea Gentle Primer,Makeup,54.99,images/324.jpg
325,The Ordinary Refreshing Facial Roller,Beauty Tools,23.6,images/325.jpg
326,Fenty Beauty Matte Sunscreen,Skincare,95.9,images/326.jpg
327,Laneige Glow Eau De Parfum,Fragrance,31.32,images/327.jpg
328,Rare Beauty Silky Eau De Parfum,Fragrance,32.38,images/328.jpg
329,Fenty Beauty Volumizing Foundation,Makeup,16.64,images/329.jpg
330,CeraVe Matte Blush,Makeup,105.92,images/330.jpg
331,Dove Longwear Makeup Brush Set,Beauty Tools,10.24,images/331.jpg
332,Dove Silky Cleanser,Skincare,113.23,images/332.jpg
333,Rare Beauty Radiant Hair Mask,Haircare,88.21,images/333.jpg
334,MAC Refreshing Sunscreen,Skincare,83.62,images/334.jpg
335,CeraVe Volumizing Body Mist,Fragrance,81.52,images/335.jpg
336,Estee Lauder Volumizing Blush,Makeup,74.97,images/336.jpg
337,CeraVe Refreshing Makeup Brush Set,Beauty Tools,83.5,images/337.jpg
338,The Ordinary Repairing Night Cream,Skincare,30.33,images/338.jpg
339,Neutrogena Refreshing Facial Roller,Beauty Tools,25.08,images/339.jpg
340,Rare Beauty Silky Face Wash,Skincare,29.44,images/340.jpg
341,Laneige Hydrating Moisturizer,Skincare,70.57,images/341.jpg
342,Rare Beauty Matte Eau De Parfum,Fragrance,81.89,images/342.jpg
343,Neutrogena Refreshing Facial Roller,Beauty Tools,105.0,images/343.jpg
344,Innisfree Hydrating Eau De Parfum,Fragrance,8.82,images/344.jpg
345,Maybelline Gentle Hair Oil,Haircare,86.02,images/345.jpg
346,Nivea Silky Beauty Blender,Beauty Tools,83.7,images/346.jpg
347,Dove Radiant Body Mist,Fragrance,66.54,images/347.jpg
348,L'Oréal Matte Hair Oil,Haircare,93.26,images/348.jpg
349,Clinique Silky Eau De Parfum,Fragrance,50.87,images/349.jpg
350,Cetaphil Hydrating Facial Roller,Beauty Tools,11.19,images/350.jpg
351,The Ordinary Matte Eyeshadow Palette,Makeup,30.33,images/351.jpg
352,The Ordinary Silky Beauty Blender,Beauty Tools,102.95,images/352.jpg
353,Estee Lauder Silky Beauty Blender,Beauty Tools,102.6,images/353.jpg
354,Nivea Volumizing Makeup Brush Set,Beauty Tools,23.61,images/354.jpg
355,Dove Repairing Conditioner,Haircare,51.54,images/355.jpg
356,Rare Beauty Volumizing Eyeshadow Palette,Makeup,42.45,images/356.jpg
357,L'Oréal Repairing Makeup Brush Set,Beauty Tools,17.52,images/357.jpg
358,Dove Glow Makeup Brush Set,Beauty Tools,32.33,images/358.jpg
359,Estee Lauder Refreshing Eau De Parfum,Fragrance,24.93,images/359.jpg
360,Maybelline Glow Toner,Skincare,22.25,images/360.jpg
361,Neutrogena Silky Perfume,Fragrance,47.26,images/361.jpg
362,CeraVe Refreshing Body Mist,Fragrance,50.4,images/362.jpg
363,Fenty Beauty Matte Night Cream,Skincare,64.2,images/363.jpg
364,Laneige Volumizing Makeup Brush Set,Beauty Tools,104.52,images/364.jpg
365,CeraVe Volumizing Eau De Parfum,Fragrance,73.64,images/365.jpg
366,CeraVe Longwear Perfume,Fragrance,116.49,images/366.jpg
367,Neutrogena Silky Beauty Blender,Beauty Tools,96.6,images/367.jpg
368,The Ordinary Matte Eau De Parfum,Fragrance,25.68,images/368.jpg
369,MAC Silky Highlighter,Makeup,105.49,images/369.jpg
370,Cetaphil Matte Concealer,Makeup,97.21,images/370.jpg
371,Dove Volumizing Facial Roller,Beauty Tools,118.38,images/371.jpg
372,Innisfree Longwear Eau De Parfum,Fragrance,86.62,images/372.jpg
373,Neutrogena Gentle Shampoo,Haircare,57.32,images/373.jpg
374,Neutrogena Repairing Perfume,Fragrance,20.56,images/374.jpg
375,Neutrogena Refreshing Hair Oil,Haircare,94.22,images/375.jpg
376,Dove Longwear Facial Roller,Beauty Tools,31.4,images/376.jpg
377,Innisfree Glow Eau De Parfum,Fragrance,71.66,images/377.jpg
378,Fenty Beauty Hydrating Body Mist,Fragrance,26.56,images/378.jpg
379,L'Oréal Matte Mascara,Makeup,73.45,images/379.jpg
380,Clinique Matte Perfume,Fragrance,11.27,images/380.jpg
381,Innisfree Volumizing Highlighter,Makeup,14.66,images/381.jpg
382,Maybelline Refreshing Cleanser,Skincare,106.94,images/382.jpg
383,Laneige Longwear Eau De Parfum,Fragrance,43.24,images/383.jpg
384,Dove Gentle Sunscreen,Skincare,24.72,images/384.jpg
385,Estee Lauder Gentle Body Mist,Fragrance,64.55,images/385.jpg
386,Clinique Volumizing Sunscreen,Skincare,13.34,images/386.jpg
387,Cetaphil Refreshing Perfume,Fragrance,102.85,images/387.jpg
388,Cetaphil Longwear Eyeshadow Palette,Makeup,119.03,images/388.jpg
389,Neutrogena Hydrating Body Mist,Fragrance,98.16,images/389.jpg
390,Clinique Gentle Hair Mask,Haircare,55.75,images/390.jpg
391,CeraVe Volumizing Concealer,Makeup,18.07,images/391.jpg
392,Nivea Matte Beauty Blender,Beauty Tools,76.95,images/392.jpg
393,MAC Silky Eau De Parfum,Fragrance,72.02,images/393.jpg
394,Estee Lauder Glow Blush,Makeup,74.81,images/394.jpg
395,Fenty Beauty Refreshing Highlighter,Makeup,46.84,images/395.jpg
396,Estee Lauder Longwear Cleanser,Skincare,17.87,images/396.jpg
397,Dove Longwear Perfume,Fragrance,17.83,images/397.jpg
398,Rare Beauty Hydrating Concealer,Makeup,38.35,images/398.jpg
399,Laneige Glow Shampoo,Haircare,59.68,images/399.jpg
400,Nivea Silky Hair Oil,Haircare,80.87,images/400.jpg
401,MAC Longwear Hair Oil,Haircare,14.86,images/401.jpg
402,Cetaphil Hydrating Moisturizer,Skincare,105.16,images/402.jpg
403,CeraVe Volumizing Beauty Blender,Beauty Tools,81.65,images/403.jpg
404,Maybelline Hydrating Moisturizer,Skincare,104.4,images/404.jpg
405,Estee Lauder Volumizing Blush,Makeup,52.72,images/405.jpg
406,Maybelline Longwear Primer,Makeup,105.09,images/406.jpg
407,Clinique Radiant Perfume,Fragrance,74.15,images/407.jpg
408,Clinique Silky Sunscreen,Skincare,17.04,images/408.jpg
409,Neutrogena Matte Highlighter,Makeup,18.88,images/409.jpg
410,Neutrogena Hydrating Perfume,Fragrance,113.3,images/410.jpg
411,Neutrogena Longwear Hair Mask,Haircare,99.36,images/411.jpg
412,Innisfree Repairing Night Cream,Skincare,28.35,images/412.jpg
413,Nivea Gentle Eau De Parfum,Fragrance,32.6,images/413.jpg
414,Fenty Beauty Radiant Beauty Blender,Beauty Tools,108.18,images/414.jpg
415,Rare Beauty Matte Makeup Brush Set,Beauty Tools,47.13,images/415.jpg
416,Fenty Beauty Volumizing Shampoo,Haircare,94.37,images/416.jpg
417,Maybelline Longwear Blush,Makeup,83.4,images/417.jpg
418,CeraVe Matte Body Mist,Fragrance,105.5,images/418.jpg
419,The Ordinary Hydrating Concealer,Makeup,79.98,images/419.jpg
420,Laneige Repairing Eau De Parfum,Fragrance,89.79,images/420.jpg
421,L'Oréal Longwear Body Mist,Fragrance,26.1,images/421.jpg
422,Dove Gentle Hair Oil,Haircare,53.87,images/422.jpg
423,Cetaphil Matte Blush,Makeup,8.93,images/423.jpg
424,Rare Beauty Matte Highlighter,Makeup,117.45,images/424.jpg
425,Dove Repairing Beauty Blender,Beauty Tools,30.39,images/425.jpg
426,CeraVe Silky Shampoo,Haircare,108.6,images/426.jpg
427,Dove Radiant Hair Oil,Haircare,106.39,images/427.jpg
428,Nivea Volumizing Serum,Skincare,116.14,images/428.jpg
429,Clinique Longwear Conditioner,Haircare,58.72,images/429.jpg
430,Estee Lauder Radiant Facial Roller,Beauty Tools,66.7,images/430.jpg
431,Dove Gentle Blush,Makeup,45.3,images/431.jpg
432,Maybelline Radiant Eyeshadow Palette,Makeup,57.02,images/432.jpg
433,Clinique Longwear Concealer,Makeup,89.41,images/433.jpg
434,Clinique Volumizing Shampoo,Haircare,44.73,images/434.jpg
435,Cetaphil Silky Beauty Blender,Beauty Tools,51.92,images/435.jpg
436,MAC Glow Facial Roller,Beauty Tools,78.07,images/436.jpg
437,Rare Beauty Radiant Face Wash,Skincare,60.49,images/437.jpg
438,CeraVe Matte Facial Roller,Beauty Tools,61.74,images/438.jpg
439,Cetaphil Refreshing Shampoo,Haircare,51.82,images/439.jpg
440,Dove Radiant Facial Roller,Beauty Tools,14.43,images/440.jpg
441,MAC Matte Makeup Brush Set,Beauty Tools,26.03,images/441.jpg
442,Cetaphil Longwear Conditioner,Haircare,119.28,images/442.jpg
443,Laneige Glow Shampoo,Haircare,52.01,images/443.jpg
444,Fenty Beauty Glow Blush,Makeup,38.04,images/444.jpg
445,Clinique Glow Makeup Brush Set,Beauty Tools,112.86,images/445.jpg
446,The Ordinary Volumizing Perfume,Fragrance,70.66,images/446.jpg
447,Estee Lauder Longwear Hair Oil,Haircare,86.72,images/447.jpg
448,Innisfree Gentle Concealer,Makeup,62.77,images/448.jpg
449,Nivea Hydrating Cleanser,Skincare,116.68,images/449.jpg
450,Nivea Hydrating Mascara,Makeup,116.97,images/450.jpg
451,Laneige Matte Conditioner,Haircare,55.16,images/451.jpg
452,Clinique Radiant Shampoo,Haircare,60.12,images/452.jpg
453,Innisfree Gentle Conditioner,Haircare,118.4,images/453.jpg
454,Neutrogena Hydrating Beauty Blender,Beauty Tools,45.1,images/454.jpg
455,Estee Lauder Matte Makeup Brush Set,Beauty Tools,68.66,images/455.jpg
456,CeraVe Radiant Mascara,Makeup,85.86,images/456.jpg
457,Maybelline Radiant Perfume,Fragrance,15.68,images/457.jpg
458,The Ordinary Radiant Highlighter,Makeup,110.43,images/458.jpg
459,Neutrogena Glow Shampoo,Haircare,113.36,images/459.jpg
460,Nivea Volumizing Perfume,Fragrance,106.49,images/460.jpg
461,Rare Beauty Glow Face Wash,Skincare,48.39,images/461.jpg
462,Clinique Silky Mascara,Makeup,28.76,images/462.jpg
463,Estee Lauder Silky Moisturizer,Skincare,115.05,images/463.jpg
464,The Ordinary Radiant Perfume,Fragrance,59.84,images/464.jpg
465,Fenty Beauty Matte Perfume,Fragrance,64.03,images/465.jpg
466,Neutrogena Hydrating Toner,Skincare,30.86,images/466.jpg
467,The Ordinary Silky Shampoo,Haircare,42.15,images/467.jpg
468,Rare Beauty Radiant Facial Roller,Beauty Tools,100.15,images/468.jpg
469,Fenty Beauty Gentle Body Mist,Fragrance,54.19,images/469.jpg
470,Rare Beauty Hydrating Highlighter,Makeup,72.67,images/470.jpg
471,Clinique Longwear Perfume,Fragrance,109.0,images/471.jpg
472,Nivea Gentle Face Wash,Skincare,36.5,images/472.jpg
473,CeraVe Glow Moisturizer,Skincare,92.08,images/473.jpg
474,Laneige Repairing Blush,Makeup,61.32,images/474.jpg
475,MAC Refreshing Beauty Blender,Beauty Tools,110.65,images/475.jpg
476,Clinique Refreshing Face Wash,Skincare,86.01,images/476.jpg
477,Rare Beauty Silky Body Mist,Fragrance,96.09,images/477.jpg
478,Maybelline Longwear Serum,Skincare,69.85,images/478.jpg
479,Estee Lauder Hydrating Shampoo,Haircare,73.23,images/479.jpg
480,Maybelline Silky Eau De Parfum,Fragrance,48.86,images/480.jpg
481,Clinique Radiant Concealer,Makeup,10.35,images/481.jpg
482,Innisfree Radiant Body Mist,Fragrance,87.62,images/482.jpg
483,MAC Refreshing Shampoo,Haircare,63.83,images/483.jpg
484,The Ordinary Radiant Beauty Blender,Beauty Tools,116.84,images/484.jpg
485,CeraVe Longwear Moisturizer,Skincare,33.02,images/485.jpg
486,Rare Beauty Longwear Moisturizer,Skincare,103.24,images/486.jpg
487,Dove Gentle Foundation,Makeup,51.55,images/487.jpg
488,Nivea Hydrating Hair Mask,Haircare,21.08,images/488.jpg
489,Nivea Longwear Eyeshadow Palette,Makeup,60.06,images/489.jpg
490,Maybelline Radiant Facial Roller,Beauty Tools,117.47,images/490.jpg
491,Maybelline Silky Hair Oil,Haircare,118.28,images/491.jpg
